idx,平台,昵称,频道链接,地区,粉丝数,是否游戏,类目,置信度,AI 判断理由,阶段
914,Youtube,GODLAR MUSIC,https://www.youtube.com/@JIGGY-STUPIDNESS,美国,1480,否,Other,低,Fetch error; music-focused handle suggests non-gaming content.,B-confirmed-other
345,Youtube,Demonic,https://www.youtube.com/@demonic_go,美国,1470,否,Other,低,Fetch error; handle suggests gaming but unverified.,B-confirmed-other
1392,Youtube,Madzillawon,https://www.youtube.com/@Madzillawon,美国,1460,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
243,Youtube,Cherrington Crew,https://www.youtube.com/@cherringtoncrew,美国,1450,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
214,Youtube,Kira,https://www.youtube.com/@StrikingKira,美国,1440,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
703,Youtube,KinerkTube,https://www.youtube.com/@KinerkTube,美国,1440,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
174,Youtube,A.N.B. TV,https://www.youtube.com/@A.N.B.T.v.,美国,1430,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
710,Youtube,Top 5 Reviews,https://www.youtube.com/@top5reviews-te8eh,美国,1430,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
836,Youtube,DejaVuDarkmist,https://www.youtube.com/@DejaVuDarkmist,美国,1430,否,Other,低,"Narrative/story content, unclear if gaming-focused channel.",B-confirmed-other
1581,Youtube,Crazy World ,https://www.youtube.com/@CrazyWorld1010,美国,1430,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
104,Youtube,CoLiiTV,https://www.youtube.com/@CoLiiTV,美国,1410,否,Other,低,Fetch error; unable to verify gaming content.,B-confirmed-other
346,Youtube,IdleManeZed,https://www.youtube.com/@IdleManeZed,美国,1410,否,Other,低,Fetch error; name unclear without About page.,B-confirmed-other
148,Youtube,Solidstrifer,https://www.youtube.com/@Solidstrifer,美国,1400,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
377,Youtube,Quazer,https://www.youtube.com/@Quazer23,美国,1400,否,Other,低,Fetch error; cannot determine gaming status.,B-confirmed-other
395,Youtube,Raquel Escamilla,https://www.youtube.com/@RaquelEscamilla,美国,1400,否,Other,低,Fetch error; personal name suggests non-gaming content.,B-confirmed-other
1353,Youtube,BBKM,https://www.youtube.com/@_bbkm,美国,1400,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
777,Youtube,Solace,https://www.youtube.com/@SolaceSaga,美国,1390,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
603,Youtube,sllr,https://www.youtube.com/@sllrYT,美国,1380,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1573,Youtube,StudioAfkai,https://www.youtube.com/@studioafkai,美国,1380,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
308,Youtube,Popsicle Girl,https://www.youtube.com/@PopsicleGirl,美国,1370,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
315,Youtube,Zetorocks,https://www.youtube.com/@zetorocks811,美国,1370,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1379,Youtube,Swiss_premiumneworld,https://www.youtube.com/@SwissvmillieYT,美国,1370,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
517,Youtube,Enjoy Your Carry,https://www.youtube.com/@Enjoyyourcarry,美国,1360,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
508,Youtube,KevDecimates,https://www.youtube.com/@kevdecimates2158,美国,1350,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1220,Youtube,Gaming Time,https://www.youtube.com/@gamingtime.5,美国,1350,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1376,Youtube,Bigg Picc,https://www.youtube.com/@BiggPicc,美国,1350,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1366,Youtube,Vortilify,https://www.youtube.com/@Vortilify,美国,1340,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
634,Youtube,Arturo Garcia r2d2,https://www.youtube.com/@r2d2dancer,美国,1330,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1530,Youtube,Katie Marble,https://www.youtube.com/@KatieMarble,美国,1330,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
887,Youtube,Gammers Online,https://www.youtube.com/@gammersonline,美国,1320,否,Other,低,Fetch error; name suggests gaming but unverified.,B-confirmed-other
1565,Youtube,King Apache,https://www.youtube.com/@kingapache7209,美国,1320,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
503,Youtube,RowRoei,https://www.youtube.com/@RowRoei,美国,1310,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1594,Youtube,ThisisTiCO,https://www.youtube.com/@ThisisTiCO,美国,1300,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
624,Youtube,Cindy' s Wonderful World,https://www.youtube.com/@CindysWonderfulWorld,美国,1290,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
877,Youtube,Attackonnick,https://www.youtube.com/@attackonnick,美国,1290,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
98,Youtube,Homing Game,https://www.youtube.com/@HomingGameMachine,美国,1280,否,Other,低,Fetch error; unable to verify gaming content.,B-confirmed-other
259,Youtube,Atomatic,https://www.youtube.com/@Mr.Atomatic,美国,1280,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
326,Youtube,OnetrackJon,https://www.youtube.com/@onetrackjon,美国,1280,否,Other,低,Fetch error; name unclear without About content.,B-confirmed-other
1543,Youtube,Wonder Works,https://www.youtube.com/@WonderWorks-4u,美国,1270,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
343,Youtube,Aiden Mist,https://www.youtube.com/@AidenMist,美国,1250,否,Other,低,Fetch error; name alone cannot confirm gaming content.,B-confirmed-other
178,Youtube,Tasha Macks,https://www.youtube.com/@TashaMacks,美国,1240,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
866,Youtube,Panda Sensei,https://www.youtube.com/@iPandaSensei,美国,1240,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
897,Youtube,Bataneye,https://www.youtube.com/@BataneyeYT,美国,1240,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1593,Youtube,ToanOi,https://www.youtube.com/@toanoi,美国,1240,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
240,Youtube,RATSOFT ASG.,https://www.youtube.com/@ratsoftasg,美国,1230,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
527,Youtube,Tekmogo,https://www.youtube.com/@Tekmogo,美国,1230,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
861,Youtube,DOQMEETS Ch.,https://www.youtube.com/@doqmeetsch,美国,1230,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
341,Youtube,Living SplitScreen \,https://www.youtube.com/@LivingSplitScreen,美国,1210,否,Other,低,Fetch error; name suggests gaming but unconfirmed.,B-confirmed-other
1153,Youtube,Jubilant,https://www.youtube.com/@Jubilant_3,美国,1210,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1480,Youtube,Chhoy Chanra99,https://www.youtube.com/@Chhoychanra99,美国,1210,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
229,Youtube,Kairi Caitlyn,https://www.youtube.com/@KairiCaitlyn,美国,1200,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
648,Youtube,Bxlgogi,https://www.youtube.com/@Bxlgogi,美国,1200,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
937,Youtube,Color aesthetics,https://www.youtube.com/@Coloraesthetics-iw7bh,美国,1200,否,Other,低,Fetch error; aesthetics focus suggests non-gaming.,B-confirmed-other
1006,Youtube,MadYocco,https://www.youtube.com/@MadYocco,美国,1200,否,Other,低,Fetch error; name provides no gaming indicators.,B-confirmed-other
1563,Youtube,ONYXCON,https://www.youtube.com/@ONYXCON,美国,1200,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
347,Youtube,Shattered Rift,https://www.youtube.com/@shatteredrift,美国,1190,否,Other,低,Fetch error; name ambiguous without confirmation.,B-confirmed-other
939,Youtube,Tech Nexus ,https://www.youtube.com/@TechNexus10,美国,1190,否,Other,低,Fetch error; tech channel likely non-gaming.,B-confirmed-other
177,Youtube,Cat Kohlee,https://www.youtube.com/@catkohlee,美国,1180,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
365,Youtube,Simply Soribel,https://www.youtube.com/@simplysoribel,美国,1180,否,Other,低,Fetch error; name suggests non-gaming content.,B-confirmed-other
707,Youtube,Joey Pepperoni,https://www.youtube.com/@joey_pepperoni,美国,1180,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
328,Youtube,Raagaming01,https://www.youtube.com/@Raagaming01,美国,1160,否,Other,低,Fetch error; name suggests gaming but unconfirmed.,B-confirmed-other
168,Youtube,Chamia Amari,https://www.youtube.com/@ChamiaAmari,美国,1150,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
339,Youtube,Yes Awesome Guy,https://www.youtube.com/@YesAwesomeGuy,美国,1150,否,Other,低,Fetch error; name unclear without About content.,B-confirmed-other
151,Youtube,REDice141tv,https://www.youtube.com/@redice141tv,美国,1140,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
743,Youtube,Sn4p On,https://www.youtube.com/@Sn4pOn,美国,1140,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1670,Youtube,Robin Richardson,https://www.youtube.com/@RobinRichardsonTV,美国,1130,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
161,Youtube,Mary Ocampo,https://www.youtube.com/@marymocampo,美国,1120,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
414,Youtube,DeluluCanoePod,https://www.youtube.com/@DeluluCanoePod,美国,1120,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
614,Youtube,TMS GAMER,https://www.youtube.com/@TMSG80,美国,1120,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
891,Youtube,HA5H Grimes,https://www.youtube.com/@HA5HGrimes,美国,1100,否,Other,低,Fetch error; name suggests gaming but unverified.,B-confirmed-other
1532,Youtube,ellaaa,https://www.youtube.com/@ellaluvsusm,美国,1100,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
356,Youtube,Hammbone Gaming,https://www.youtube.com/@HammboneGamingProductions,美国,1090,否,Other,低,Fetch error; Gaming in name but unconfirmed.,B-confirmed-other
719,Youtube,SanaViibes,https://www.youtube.com/@SanaViibes,美国,1090,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
523,Youtube,Xifferent,https://www.youtube.com/@Xifferent,美国,1080,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
631,Youtube,PuniChanFam,https://www.youtube.com/@PuniChanFam,美国,1080,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
643,Youtube,QUIZZER BEAST,https://www.youtube.com/@quizzerbeeast,美国,1080,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
394,Youtube,Product zone,https://www.youtube.com/@Productzone01,美国,1070,否,Other,低,Fetch error; product-focused name suggests tech/review content.,B-confirmed-other
383,Youtube,TJ LongIsLanD,https://www.youtube.com/@TJlongisland,美国,1060,否,Other,低,Fetch error; location-based handle suggests non-gaming.,B-confirmed-other
237,Youtube,Banter and Boards,https://www.youtube.com/@BanterandBoards,美国,1050,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
442,Youtube,Beatnite,https://www.youtube.com/@Beatnite,美国,1050,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
615,Youtube,marierose sario,https://www.youtube.com/@riceandyeaa,美国,1050,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
96,Youtube,Jared Brock,https://www.youtube.com/@JaredTakesTime,美国,1040,否,Other,低,Fetch error; unable to verify gaming content.,B-confirmed-other
1399,Youtube,Creteture,https://www.youtube.com/@Creteture,美国,1040,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1484,Youtube,Capitán Rafucho,https://www.youtube.com/@CapitanRafucho,美国,1040,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
810,Youtube,maplelattaes,https://www.youtube.com/@maplelattaes,美国,1030,否,Other,低,"Fetch error; name suggests food/beverage, not gaming.",B-confirmed-other
1356,Youtube,Tufts Zone,https://www.youtube.com/@TuftsZone,美国,1030,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
844,Youtube,Cloudmark,https://www.youtube.com/@Cloudmark27,美国,1020,否,Other,低,"Minimal About content, only 'Catch me LIVE' visible.",B-confirmed-other
1434,Youtube,OdinLake,https://www.youtube.com/@odinlake,美国,1020,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
224,Youtube,NerdStorm92,https://www.youtube.com/@NerdStorm92,美国,1010,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
814,Youtube,ThatsoAlyKat,https://www.youtube.com/@ThatsoAlyKat,美国,1000,否,Other,低,Fetch error; name provides no gaming confirmation.,B-confirmed-other
730,Youtube,MagicalMadiLee,https://www.youtube.com/@MagicalMadiLee,美国,986,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
790,Youtube,Paper Bag Nomad,https://www.youtube.com/@paperbagnomad,美国,980,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
415,Youtube,Erin Ashley Simon,https://www.youtube.com/@ErinAshleySimon,美国,979,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
714,Youtube,Skinner Space,https://www.youtube.com/@SkinnerSpace,美国,963,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
232,Youtube,Edson,https://www.youtube.com/@edsonangeles,美国,953,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
340,Youtube,Boss Dozz - Playstation Platinum Perspective ,https://www.youtube.com/@bossdozz,美国,949,否,Other,低,Fetch error; name suggests gaming but unconfirmed.,B-confirmed-other
